,kpgz_code,kpgz_name,template_name
324,01.02.10.43.01.58,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОДУЛЬНЫХ ""ROCHE COBAS 6000"" (МОДУЛЬ ""C501"" - АНАЛИЗАТОР БИОХИМИЧЕСКИЙ АВТОМАТИЧЕСКИЙ)","РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОДУЛЬНЫХ ""ROCHE COBAS 6000"" (МОДУЛЬ ""C501"" - АНАЛИЗАТОР БИОХИМИЧЕСКИЙ АВТОМАТИЧЕСКИЙ)"
325,01.02.10.43.01.59,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОДУЛЬНЫХ ""ROCHE COBAS 8000"" (МОДУЛЬ ""C502"" - АНАЛИЗАТОР БИОХИМИЧЕСКИЙ АВТОМАТИЧЕСКИЙ)","РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОДУЛЬНЫХ ""ROCHE COBAS 8000"" (МОДУЛЬ ""C502"" - АНАЛИЗАТОР БИОХИМИЧЕСКИЙ АВТОМАТИЧЕСКИЙ)"
326,01.13.10.04,"ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ СИСТЕМНОЕ, НЕ ВОШЕДШЕЕ В ДРУГИЕ ГРУППИРОВКИ",ПОСТАВКА СРЕДСТВ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
327,01.06.99.06,"СПОРТИВНЫЙ ИНВЕНТАРЬ, ЗАКУПАЕМЫЙ В РАМКАХ ПРОЕКТА «ТЕХНОСФЕРА СОВРЕМЕННОЙ ШКОЛЫ»",ПОСТАВКА СПОРТИВНОГО ИНВЕНТАРЯ В РАМКАХ ПРОЕКТА «ТЕХНОСФЕРА СОВРЕМЕННОЙ ШКОЛЫ»
329,01.02.10.11.01.15,"РАСТВОРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ ИРРИГАЦИОННЫЕ ""BSS""","РАСТВОРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ ИРРИГАЦИОННЫЕ ""BSS"""
331,01.02.10.43.01.123.02,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРЕ ""BACT/ALERT 3D"", ПРОИЗВОДСТВА ""BIOMERIEUX SA""",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
333,01.02.10.43.38.01,"BACILLUS ANTHRACIS АНТИГЕНЫ ИВД, НАБОР, ПРЯМОЙ ФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","BACILLUS ANTHRACIS АНТИГЕНЫ ИВД, НАБОР, ПРЯМОЙ ФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
337,01.02.10.43.38.02,"BACILLUS ANTHRACIS АНТИГЕНЫ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ","BACILLUS ANTHRACIS АНТИГЕНЫ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
341,01.02.10.43.38.03,"BACILLUS ANTHRACIS НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ","BACILLUS ANTHRACIS НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
347,01.02.10.43.39.01,"BARTONELLA HENSELAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","BARTONELLA HENSELAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
351,01.02.10.43.40.01,"BARTONELLA QUINTANA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","BARTONELLA QUINTANA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
357,01.02.10.43.41.06,"BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
358,01.02.10.43.41.04,"BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA)/IGG/IGM ИВД, РЕАГЕНТ","BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA)/IGG/IGM ИВД, РЕАГЕНТ"
362,01.02.10.43.41.03,"BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
363,01.02.10.43.41.05,"BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
364,01.02.10.43.41.07,"BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA)/IGG/IGM ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORDETELLA PERTUSSIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA)/IGG/IGM ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
365,01.02.10.43.41.01,"BORDETELLA PERTUSSIS ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОБЛОТ","BORDETELLA PERTUSSIS ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОБЛОТ"
369,01.02.10.43.41.02,"BORDETELLA PERTUSSIS ОБЩИЕ АНТИТЕЛА ИВД, РЕАГЕНТ","BORDETELLA PERTUSSIS ОБЩИЕ АНТИТЕЛА ИВД, РЕАГЕНТ"
372,01.02.10.43.42.01,"BORRELIA AFZELII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","BORRELIA AFZELII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
376,01.02.10.43.42.02,"BORRELIA AFZELII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","BORRELIA AFZELII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
380,01.02.10.43.42.03,"BORRELIA AFZELII ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОБЛОТ","BORRELIA AFZELII ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОБЛОТ"
384,01.02.10.43.43.06,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ)","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ)"
385,01.02.10.43.43.01,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
386,01.02.10.43.43.08,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
387,01.02.10.43.43.10,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
388,01.02.10.43.43.07,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
390,01.02.10.43.43.11,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ"
393,01.02.10.43.43.12,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, РЕАГЕНТ","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGM ИВД, РЕАГЕНТ"
397,01.02.10.43.43.02,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
398,01.02.10.43.43.13,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ)","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ)"
399,01.02.10.43.43.05,"BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORRELIA BURGDORFERI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
400,01.02.10.43.43.03,"BORRELIA BURGDORFERI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ","BORRELIA BURGDORFERI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
404,01.02.10.43.43.04,"BORRELIA BURGDORFERI ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОБЛОТ","BORRELIA BURGDORFERI ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОБЛОТ"
408,01.02.10.43.44.01,"BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
412,01.02.10.43.44.02,"BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
413,01.02.10.43.44.03,"BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
414,01.02.10.43.44.04,"BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","BORRELIA GARINII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
415,01.02.10.43.45.01,"BORRELIA MIYAMOTOI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ","BORRELIA MIYAMOTOI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
419,01.02.10.43.46.01,"BRUCELLA ABORTUS ОБЩИЕ АНТИТЕЛА ИВД, РЕАГЕНТ","BRUCELLA ABORTUS ОБЩИЕ АНТИТЕЛА ИВД, РЕАГЕНТ"
423,01.02.10.43.47.01,"BURKHOLDERIA MALLEI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ","BURKHOLDERIA MALLEI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
427,01.02.10.43.47.02,"BURKHOLDERIA PSEUDOMALLEI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ","BURKHOLDERIA PSEUDOMALLEI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
431,01.02.10.43.62.01,"C-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ","C-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ"
441,01.02.10.43.62.02,"C-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ","C-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
455,01.02.10.43.01.222,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ ПРОИЗВОДСТВА ""SIEMENS HEALTHCARE DIAGNOSTICS""","РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ ПРОИЗВОДСТВА ""SIEMENS HEALTHCARE DIAGNOSTICS"""
457,01.02.10.43.01.43,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ АВТОМАТИЗИРОВАННЫХ СЕРИИ ""AU"" (400, 480, 640, 680, 2700, 5400)","РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ АВТОМАТИЗИРОВАННЫХ СЕРИИ ""AU"" (400, 480, 640, 680, 2700, 5400)"
462,01.02.11.01.14.43.02,"CAD/CAM СИСТЕМА СТОМАТОЛОГИЧЕСКАЯ, ДЛЯ СТОМАТОЛОГИЧЕСКОГО КАБИНЕТА","CAD/CAM СИСТЕМА СТОМАТОЛОГИЧЕСКАЯ, ДЛЯ СТОМАТОЛОГИЧЕСКОГО КАБИНЕТА"
463,01.02.11.01.14.43.01,"CAD/CAM СИСТЕМА СТОМАТОЛОГИЧЕСКАЯ, ЛАБОРАТОРНАЯ","CAD/CAM СИСТЕМА СТОМАТОЛОГИЧЕСКАЯ, ЛАБОРАТОРНАЯ"
465,01.02.10.43.135.64,CCDA АГАР ДЛЯ CAMPYLOBACTER SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД,CCDA АГАР ДЛЯ CAMPYLOBACTER SPP. ПИТАТЕЛЬНАЯ СРЕДА ИВД
466,01.06.02.01.07.99,КОМПЛЕКСЫ МНОГОФУНКЦИОНАЛЬНЫЕ УЧЕБНЫЕ ПРОЧИЕ,КОМПЛЕКСЫ МНОГОФУНКЦИОНАЛЬНЫЕ УЧЕБНЫЕ ПРОЧИЕ
467,01.02.10.43.01.08.04,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""BIO-PLEX 2200"", ПРОИЗВОДСТВА ""BIO-RAD LABORATORIES, INC.""",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
483,01.13.11.03.05.05.01,"ПРОИГРЫВАТЕЛИ ОПТИЧЕСКИХ ДИСКОВ (CD, DVD, BLUERAY)","ПРОИГРЫВАТЕЛИ ОПТИЧЕСКИХ ДИСКОВ (CD, DVD, BLUERAY)"
484,01.02.10.43.386.01,"CD10 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD10 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
487,01.02.10.43.386.02,"CD117 (C-KIT) КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD117 (C-KIT) КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
496,01.02.10.43.386.03,"CD11B КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD11B КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
497,01.02.10.43.386.04,"CD11C КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD11C КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
500,01.02.10.43.386.05,"CD13 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD13 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
502,01.02.10.43.386.06,"CD138 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD138 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
504,01.02.10.43.386.07,"CD14 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD14 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
507,01.02.10.43.386.08,"CD15 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD15 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
511,01.02.10.43.386.09,"CD16 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD16 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
513,01.02.10.43.01.36,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ГЕМАТОЛОГИЧЕСКИХ ""CELL-DYN EMERALD""","РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ГЕМАТОЛОГИЧЕСКИХ ""CELL-DYN EMERALD"""
516,01.02.10.43.386.10,"CD19 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD19 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
519,01.02.10.43.386.11,"CD1A КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD1A КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
524,01.02.10.43.386.12,"CD2 T-КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD2 T-КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
533,01.02.10.43.386.13,"CD20 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD20 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
542,01.02.10.43.386.14,"CD22 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD22 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
543,01.02.10.43.386.15,"CD23 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD23 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
552,01.02.10.43.386.16,"CD23 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ","CD23 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
556,01.02.10.43.51,CD235A ЭРИТРОЦИТАРНЫЙ МАРКЕР ГЛИКОФОРИН А ИВД,CD235A ЭРИТРОЦИТАРНЫЙ МАРКЕР ГЛИКОФОРИН А ИВД
557,01.02.10.43.386.17,"CD25 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD25 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
559,01.02.10.43.386.18,"CD3 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD3 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
574,01.02.10.43.386.19,"CD3 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ","CD3 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
578,01.02.10.43.386.20,"CD30 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD30 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
583,01.02.10.43.52.01,"CD31 МАРКЕР ЭНДОТЕЛИАЛЬНЫХ КЛЕТОК ИВД, АНТИТЕЛА","CD31 МАРКЕР ЭНДОТЕЛИАЛЬНЫХ КЛЕТОК ИВД, АНТИТЕЛА"
586,01.02.10.43.386.21,"CD33 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD33 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
592,01.02.10.43.386.22,"CD34 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD34 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
594,01.02.10.43.386.23,"CD38 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD38 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
602,01.02.10.43.386.24,"CD4 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD4 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
611,01.02.10.43.386.25,"CD41 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD41 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
612,01.02.10.43.386.38,"CD45 ОБЩИЙ ЛЕЙКОЦИТАРНЫЙ АНТИГЕН КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD45 ОБЩИЙ ЛЕЙКОЦИТАРНЫЙ АНТИГЕН КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
616,01.02.10.43.386.26,"CD45RA КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD45RA КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
617,01.02.10.43.386.27,"CD45RO КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD45RO КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
618,01.02.10.43.386.28,"CD5 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА","CD5 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
631,01.02.10.43.386.29,"CD5 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ","CD5 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
635,01.02.10.43.53.01,"CD56 МОЛЕКУЛА АДГЕЗИИ НЕРВНЫХ КЛЕТОК-1 ИВД, АНТИТЕЛА","CD56 МОЛЕКУЛА АДГЕЗИИ НЕРВНЫХ КЛЕТОК-1 ИВД, АНТИТЕЛА"
639,01.02.10.43.386.37,"CD57 КЛЕТОЧНЫЙ МАРКЕР ЕСТЕСТВЕННЫХ КИЛЛЕРОВ ИВД, АНТИТЕЛА","CD57 КЛЕТОЧНЫЙ МАРКЕР ЕСТЕСТВЕННЫХ КИЛЛЕРОВ ИВД, АНТИТЕЛА"
