Шифр расценки и коды ресурсов,Наименование работ и затрат,Ед. изм.,Unnamed: 3,Наименование СПГЗ,ID,КПГЗ,Единица измерения,Unnamed: 8
3.27-105-3,"Нанесение линий обозначения вертикальной дорожной разметки на нижний край пролетного строения путепроводов, мостов, тоннелей",1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий объектов спорта,60046216.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
3.27-105-3,"Нанесение линий обозначения вертикальной дорожной разметки на нижний край пролетного строения путепроводов, мостов, тоннелей",1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий учреждений образования,59116550.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Демонтаж габаритного столбика в рамках благоустройства территории,91741682.0,02.03.03.07 ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ,Штука,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Демонтаж габаритного столбика в рамках благоустройства территории,91741682.0,02.03.03.07 ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ,Штука,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Демонтаж габаритного столбика в рамках благоустройства территории,91741682.0,02.03.03.07 ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ,Штука,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Демонтаж парковочных столбиков в рамках обустройства объекта,160769421.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Демонтаж сигнальных столбиков в рамках обустройства объекта,160769891.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Замена габаритного столбика в рамках благоустройства территории,91741689.0,02.03.03.07 ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ,Штука,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Замена габаритного столбика в рамках ремонтно-восстановительных работ на объектах благоустройства,91740513.0,02.06.05.02 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ СРЕДСТВ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ ТЕРРИТОРИЙ,Штука,
3.27-106-1,Установка технических средств организации дорожного движения - световозвращателей дорожных,100 шт.,1,Замена парковочных столбиков в рамках благоустройства территорий объектов спорта,60046186.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
